votes,no_answers,questions,links,tags
4,,What was the first machine that was able to carry on a conversation?,/questions/191/what-was-the-first-machine-that-was-able-to-carry-on-a-conversation,"history,turing-test,natural-language"
1,,How successfully can convnets detect NSFW images?,/questions/1478/how-successfully-can-convnets-detect-nsfw-images,"image-recognition,classification,conv-neural-network"
0,,How to separate image recognition from logic?,/questions/1485/how-to-separate-image-recognition-from-logic,"neural-networks,conv-neural-network,gaming"
1,1,How much of Deep Mind's work is actually reproducible?,/questions/1290/how-much-of-deep-minds-work-is-actually-reproducible,"neural-networks,deep-learning,research"
4,3,Emulating human brain - with analogous NN chips,/questions/1885/emulating-human-brain-with-analogous-nn-chips,neural-networks
5,1,What is Statistical relational learning?,/questions/1706/what-is-statistical-relational-learning,"definitions,statistical-ai,srl"
5,,"Are there any textual CAPTCHA challenges which can fool AI, but not human?",/questions/1354/are-there-any-textual-captcha-challenges-which-can-fool-ai-but-not-human,"image-recognition,research,ocr,captcha,obfuscation"
1,,What would the Valkyrie AI robot do on Mars?,/questions/1658/what-would-the-valkyrie-ai-robot-do-on-mars,"robotics,nasa,darpa"
1,1,In what ways can connectionist A.I. be integrated with GOFAI?,/questions/146/in-what-ways-can-connectionist-a-i-be-integrated-with-gofai,"neural-networks,classical-ai,gofai,symbolic-computing"
5,,ResNets. Ensemble or depth makes residual networks strong?,/questions/1997/resnets-ensemble-or-depth-makes-residual-networks-strong,"neural-networks,machine-learning,deep-network,deep-learning,pattern-recognition"
0,,Which techniques can achieve neural doodle in real-time?,/questions/1537/which-techniques-can-achieve-neural-doodle-in-real-time,"research,algorithm,real-time,neural-doodle,texture-synthesis"
20,,What is the difference between strong-AI and weak-AI?,/questions/74/what-is-the-difference-between-strong-ai-and-weak-ai,"strong-ai,weak-ai,terminology"
5,,Why is the generation of deep style images so slow and resource-hungry?,/questions/152/why-is-the-generation-of-deep-style-images-so-slow-and-resource-hungry,"performance,neural-doodle,deepdreaming"
0,,Do you need single or multiple networks to detect multiple faces?,/questions/1301/do-you-need-single-or-multiple-networks-to-detect-multiple-faces,"deep-network,algorithm,image-recognition,face-recognition"
4,,What is early stopping? [closed],/questions/16/what-is-early-stopping,"generalization,definitions"
-1,,How does Pinterest decipher what's on unmarked pictures and categorize them?,/questions/1687/how-does-pinterest-decipher-whats-on-unmarked-pictures-and-categorize-them,"image-recognition,classification,computer-vision"
5,,Has any research been done on DNN Music?,/questions/1360/has-any-research-been-done-on-dnn-music,"deep-network,machine-learning,music,sound"
2,2,How could we define passion in a machine in reference to Artificial Intelligence?,/questions/1964/how-could-we-define-passion-in-a-machine-in-reference-to-artificial-intelligence,"philosophy,emotional-intelligence"
5,,Do deep learning algorithms represent ensemble-based methods?,/questions/1978/do-deep-learning-algorithms-represent-ensemble-based-methods,"neural-networks,machine-learning,deep-learning,conv-neural-network"
0,,What is the difference between machine learning and deep learning? [duplicate],/questions/1742/what-is-the-difference-between-machine-learning-and-deep-learning,"machine-learning,deep-learning"
4,3,Do specific units exists for measuring the intelligence of a machine?,/questions/1410/do-specific-units-exists-for-measuring-the-intelligence-of-a-machine,"machine-learning,classification,intelligence-testing"
1,,Which objective tests have been developed to test the intelligence of AI?,/questions/214/which-objective-tests-have-been-developed-to-test-the-intelligence-of-ai,intelligence-testing
12,,Is Lisp still being used to tackle AI problems?,/questions/77/is-lisp-still-being-used-to-tackle-ai-problems,"history,programming-languages,lisp"
2,,Can ConvNets be used for real-time object recognition from video feed?,/questions/1453/can-convnets-be-used-for-real-time-object-recognition-from-video-feed,"conv-neural-network,classification,performance,real-time"
3,,Illustration of Von Neumann's Minimax theorem in games? [closed],/questions/1446/illustration-of-von-neumanns-minimax-theorem-in-games,"gaming,search,minimax,game-theory"
-1,2,Are there any studies which attempt to use AI to guess the human emotion based on the brainwaves?,/questions/1274/are-there-any-studies-which-attempt-to-use-ai-to-guess-the-human-emotion-based-o,"research,signal-processing"
8,,Differences between backpropagation techniques [closed],/questions/1851/differences-between-backpropagation-techniques,"neural-networks,machine-learning,backpropagation"
2,2,What are some examples of statistical AI?,/questions/81/what-are-some-examples-of-statistical-ai,"statistical-ai,induction"
1,,What are the challenges for recognising the handwritten characters?,/questions/169/what-are-the-challenges-for-recognising-the-handwritten-characters,"quantum-computing,handwritten-characters,ocr"
3,3,Is it possible to implement Asimov's Three Laws of Robotics?,/questions/1635/is-it-possible-to-implement-asimovs-three-laws-of-robotics,"robotics,asimovs-laws"
1,,Can rule induction be considered a way to “hybridize” probabilistic / statistical approaches and symbolic approaches?,/questions/109/can-rule-induction-be-considered-a-way-to-hybridize-probabilistic-statistica,"gofai,rule-induction,symbolic-computing"
4,,What artificial intelligence strategies are useful for summarization?,/questions/157/what-artificial-intelligence-strategies-are-useful-for-summarization,"algorithm,natural-language,pattern-recognition"
1,,How to deal with huge branching factors in real-time?,/questions/1491/how-to-deal-with-huge-branching-factors-in-real-time,"gaming,branching-factors,real-time"
11,5,What is the difference between artificial intelligence and machine learning?,/questions/35/what-is-the-difference-between-artificial-intelligence-and-machine-learning,"machine-learning,terminology"
4,,What is the “dropout” technique?,/questions/40/what-is-the-dropout-technique,"deep-network,overfitting,performance"
0,2,How to store datasets of lexical connections?,/questions/212/how-to-store-datasets-of-lexical-connections,"algorithm,models,research,storage,lexical-recognition"
1,,How to achieve recognition of postures and gestures?,/questions/1644/how-to-achieve-recognition-of-postures-and-gestures,"image-recognition,robots,gesture-recognition,posture-recognition,detecting-patterns"
0,,Do you need single or multiple networks to detect multiple faces?,/questions/1301/do-you-need-single-or-multiple-networks-to-detect-multiple-faces,"deep-network,algorithm,image-recognition,face-recognition"
2,2,When we create artificial life and artificial intelligence will we require it to obey human laws?,/questions/1939/when-we-create-artificial-life-and-artificial-intelligence-will-we-require-it-to,"philosophy,legal"
10,3,"Has anyone thought about making a neural network ask questions, instead of only answering them?",/questions/1953/has-anyone-thought-about-making-a-neural-network-ask-questions-instead-of-only,"neural-networks,deep-learning"
2,,What non-math/CS classes are good supplements for computational neuroscience and/or linguistics? [closed],/questions/1713/what-non-math-cs-classes-are-good-supplements-for-computational-neuroscience-and,"research,machine-learning,neuromorphic-computing,computational-linguistics"
1,1,How do Google cars recognize the traffic signs?,/questions/1393/how-do-google-cars-recognize-the-traffic-signs,"deep-network,image-recognition,self-driving,classification,cars"
3,,Can the IQ of an AI program be measured?,/questions/41/can-the-iq-of-an-ai-program-be-measured,intelligence-testing
2,1,What were the first areas of research and what were some early successes?,/questions/64/what-were-the-first-areas-of-research-and-what-were-some-early-successes,history
3,,Why would neural network dream scenes mirror the hallucinations people experience when they're tripping?,/questions/167/why-would-neural-network-dream-scenes-mirror-the-hallucinations-people-experienc,"conv-neural-network,deepdream,computer-vision,deepdreaming"
10,1,How does “Monte-Carlo search” work?,/questions/1358/how-does-monte-carlo-search-work,"gaming,monte-carlo-search"
1,,"How would we know if AI development will continue to be multipolar, or will become monolithic?",/questions/221/how-would-we-know-if-ai-development-will-continue-to-be-multipolar-or-will-beco,"research,ai-community"
5,2,Power efficiency of human brains vs. neural networks,/questions/1834/power-efficiency-of-human-brains-vs-neural-networks,"neural-networks,human-like"
2,2,How do autonomous robotic vacuum cleaners perceive the environment for navigation?,/questions/1613/how-do-autonomous-robotic-vacuum-cleaners-perceive-the-environment-for-navigatio,"real-time,path-planning,robotics,navigation-systems"
3,,Is AI programming useful in everyday programs?,/questions/2092/is-ai-programming-useful-in-everyday-programs,"self-learning,applications,learning-theory"
3,1,Is anybody still researching GOFAI?,/questions/1906/is-anybody-still-researching-gofai,"gofai,symbolic-computing"
0,,Heuristic search in mdps reference [closed],/questions/2142/heuristic-search-in-mdps-reference,"reinforcement-learning,heuristics,markov-chain,probabilistic"
2,,Can ConvNets be used for real-time object recognition from video feed?,/questions/1453/can-convnets-be-used-for-real-time-object-recognition-from-video-feed,"conv-neural-network,classification,performance,real-time"
1,,How does DeepQA analyze natural language? [closed],/questions/211/how-does-deepqa-analyze-natural-language,"algorithm,natural-language,watson,lexical-recognition"
4,,How can action recognition be achieved?,/questions/1481/how-can-action-recognition-be-achieved,"image-recognition,training,action-recognition,subspace-analysis"
6,1,What's the difference between hyperbolic tangent and sigmoid neurons?,/questions/113/whats-the-difference-between-hyperbolic-tangent-and-sigmoid-neurons,"deep-network,neural-networks,machine-learning,hidden-layers"
2,2,Can programming cause passive or aggressive behavior in AIs?,/questions/1931/can-programming-cause-passive-or-aggressive-behavior-in-ais,"philosophy,emotional-intelligence,human-like"
0,1,How does deepmind's Atari game AI work?,/questions/1922/how-does-deepminds-atari-game-ai-work,"deep-network,deep-learning,conv-neural-network,gaming"
6,1,Selecting the right technique to predict disease from symptoms,/questions/1705/selecting-the-right-technique-to-predict-disease-from-symptoms,"algorithm,machine-learning,prediction"
5,1,Who first coined the term Artificial Intelligence?,/questions/58/who-first-coined-the-term-artificial-intelligence,history
1,,Is it possible to apply deep dream technique for the audio streams?,/questions/159/is-it-possible-to-apply-deep-dream-technique-for-the-audio-streams,"conv-neural-network,media,deepdreaming"
1,,How does artificial intelligence work in games? [closed],/questions/1320/how-does-artificial-intelligence-work-in-games,gaming
0,2,How to store datasets of lexical connections?,/questions/212/how-to-store-datasets-of-lexical-connections,"algorithm,models,research,storage,lexical-recognition"
1,1,How can thought vectors be used outside of an Artificial Neural Network (ANN) context?,/questions/1775/how-can-thought-vectors-be-used-outside-of-an-artificial-neural-network-ann-co,"neural-networks,gofai,logic,thought-vectors"
2,2,"Assuming an AI can die, who manages the state?",/questions/1941/assuming-an-ai-can-die-who-manages-the-state,death
1,1,Using feature learning for a medical text classification problem [closed],/questions/1784/using-feature-learning-for-a-medical-text-classification-problem,"research,deep-learning,classification,language-processing,training"
2,,Is there any board game where a human can still beat an AI?,/questions/1568/is-there-any-board-game-where-a-human-can-still-beat-an-ai,"history,challenges,game-theory"
1,,How close we are to replacing guide dogs with AI?,/questions/1487/how-close-we-are-to-replacing-guide-dogs-with-ai,"neural-networks,applications"
2,,What non-math/CS classes are good supplements for computational neuroscience and/or linguistics? [closed],/questions/1713/what-non-math-cs-classes-are-good-supplements-for-computational-neuroscience-and,"research,machine-learning,neuromorphic-computing,computational-linguistics"
1,1,How can thought vectors be used outside of an Artificial Neural Network (ANN) context?,/questions/1775/how-can-thought-vectors-be-used-outside-of-an-artificial-neural-network-ann-co,"neural-networks,gofai,logic,thought-vectors"
0,,"Is a subset of a problem solution, used to recreate complete solution considered a heuristic?",/questions/2036/is-a-subset-of-a-problem-solution-used-to-recreate-complete-solution-considered,"heuristics,path-planning"
1,,Are FFNN (MLP) Lipschitz functions?,/questions/1925/are-ffnn-mlp-lipschitz-functions,"neural-networks,optimization,math"
2,,How to write C decompiler using AI?,/questions/205/how-to-write-c-decompiler-using-ai,"algorithm,deep-learning"
-2,1,How many neurons would a network have after a training of 100k small images?,/questions/1480/how-many-neurons-would-a-network-have-after-a-training-of-100k-small-images,"deep-network,image-recognition,deep-learning,datasets"
2,,Which machine learning algorithm is used in self-driving cars?,/questions/112/which-machine-learning-algorithm-is-used-in-self-driving-cars,"deep-network,algorithm,self-driving"
5,7,"If mankind can create artificial life in a machine, when would we define it's death?",/questions/1930/if-mankind-can-create-artificial-life-in-a-machine-when-would-we-define-its-de,"philosophy,death"
1,1,Using feature learning for a medical text classification problem [closed],/questions/1784/using-feature-learning-for-a-medical-text-classification-problem,"research,deep-learning,classification,language-processing,training"
6,,What are the necessary components to make AI agent self-programming-capable?,/questions/1694/what-are-the-necessary-components-to-make-ai-agent-self-programming-capable,"machine-learning,computer-programming"
5,2,When did Artificial Intelligence research first start?,/questions/46/when-did-artificial-intelligence-research-first-start,history
1,,Can DeepDream produce a “dream” from 3 images?,/questions/151/can-deepdream-produce-a-dream-from-3-images,"conv-neural-network,deepdream"
4,2,Are methods of exhaustive search considered to be AI?,/questions/84/are-methods-of-exhaustive-search-considered-to-be-ai,"gaming,search,chess,heuristics"
11,2,What research has been done in the domain of “Identifying sarcasm in text”?,/questions/198/what-research-has-been-done-in-the-domain-of-identifying-sarcasm-in-text,"natural-language,research"
1,1,What can be done to correct for sampling bias introduced from (noisy) training data while training a DNN?,/questions/1710/what-can-be-done-to-correct-for-sampling-bias-introduced-from-noisy-training-d,"neural-networks,deep-network,training"
5,7,"If mankind can create artificial life in a machine, when would we define it's death?",/questions/1930/if-mankind-can-create-artificial-life-in-a-machine-when-would-we-define-its-de,"philosophy,death"
4,1,How does Wit.ai convert sentences into structured data?,/questions/1685/how-does-wit-ai-convert-sentences-into-structured-data,"language-processing,nlp,structured-data,wit.ai,voice-recognition"
2,,How could Deep Blue possibly cheat?,/questions/1517/how-could-deep-blue-possibly-cheat,"chess,deep-blue,challenges,game-theory"
12,,Are Siri and Cortana AI programs?,/questions/1461/are-siri-and-cortana-ai-programs,"emotional-intelligence,intelligence-testing,natural-language,applications"
3,,How do Artificial Neural Networks store data compared to Biological Neural Networks?,/questions/1662/how-do-artificial-neural-networks-store-data-compared-to-biological-neural-netwo,"neural-networks,neuromorphic-computing"
4,,What kind of body (if any) does intelligence require?,/questions/1415/what-kind-of-body-if-any-does-intelligence-require,"agi,gofai,embodied-cognition"
0,,What computational problems can be efficiently resolved by Hyper-heuristics? [duplicate],/questions/2028/what-computational-problems-can-be-efficiently-resolved-by-hyper-heuristics,"machine-learning,optimization,heuristics"
3,,Is recursion used in practice to improve performance of AI systems?,/questions/1436/is-recursion-used-in-practice-to-improve-performance-of-ai-systems,math
1,,How can we build a word vector for a language?,/questions/180/how-can-we-build-a-word-vector-for-a-language,"algorithm,nlp,wordvector"
1,,How successfully can convnets detect NSFW images?,/questions/1478/how-successfully-can-convnets-detect-nsfw-images,"image-recognition,classification,conv-neural-network"
4,,What is Deep Network?,/questions/96/what-is-deep-network,deep-network
10,,Is consciousness necessary for any AI task?,/questions/1897/is-consciousness-necessary-for-any-ai-task,philosophy
0,,What is the difference between machine learning and deep learning? [duplicate],/questions/1742/what-is-the-difference-between-machine-learning-and-deep-learning,"machine-learning,deep-learning"
3,,How does using ASIC for the acceleration of AI work?,/questions/1655/how-does-using-asic-for-the-acceleration-of-ai-work,"machine-learning,hardware"
9,4,Is the pattern recognition capability of CNNs limited to image processing?,/questions/70/is-the-pattern-recognition-capability-of-cnns-limited-to-image-processing,"deep-network,neural-networks,image-recognition,conv-neural-network"
3,,How do Artificial Neural Networks store data compared to Biological Neural Networks?,/questions/1662/how-do-artificial-neural-networks-store-data-compared-to-biological-neural-netwo,"neural-networks,neuromorphic-computing"
4,1,How does Wit.ai convert sentences into structured data?,/questions/1685/how-does-wit-ai-convert-sentences-into-structured-data,"language-processing,nlp,structured-data,wit.ai,voice-recognition"
112,,Could a paradox kill an AI?,/questions/1768/could-a-paradox-kill-an-ai,"decision-theory,death"
0,,How does 'Bright score' assess how strong the connection is between users and their jobs?,/questions/1686/how-does-bright-score-assess-how-strong-the-connection-is-between-users-and-th,"social,scoring,big-data"
1,,What are the current approaches for AI to learn a foreign language just from English books?,/questions/1632/what-are-the-current-approaches-for-ai-to-learn-a-foreign-language-just-from-eng,"research,machine-learning,self-learning,language-processing"
3,,Illustration of Von Neumann's Minimax theorem in games? [closed],/questions/1446/illustration-of-von-neumanns-minimax-theorem-in-games,"gaming,search,minimax,game-theory"
1,,What are the dangers of AI applications for nuclear industry?,/questions/1306/what-are-the-dangers-of-ai-applications-for-nuclear-industry,"industry,applications,danger"
2,,Are there any artificial neuromorphic systems which can mimic the brain?,/questions/1394/are-there-any-artificial-neuromorphic-systems-which-can-mimic-the-brain,neuromorphic-computing
1,1,In what ways can connectionist A.I. be integrated with GOFAI?,/questions/146/in-what-ways-can-connectionist-a-i-be-integrated-with-gofai,"neural-networks,classical-ai,gofai,symbolic-computing"
4,2,Are methods of exhaustive search considered to be AI?,/questions/84/are-methods-of-exhaustive-search-considered-to-be-ai,"gaming,search,chess,heuristics"
-5,,What are the approaches to predict sequence of π numbers? [closed],/questions/225/what-are-the-approaches-to-predict-sequence-of-%cf%80-numbers,"training,math,recurrent-neural-networks"
0,,Which deep networks are scalable in terms of “talking” to each other?,/questions/160/which-deep-networks-are-scalable-in-terms-of-talking-to-each-other,"algorithm,deep-learning,computer-vision"
1,1,How do Google cars recognize the traffic signs?,/questions/1393/how-do-google-cars-recognize-the-traffic-signs,"deep-network,image-recognition,self-driving,classification,cars"
28,,How is it possible that deep neural networks are so easily fooled?,/questions/92/how-is-it-possible-that-deep-neural-networks-are-so-easily-fooled,"deep-network,image-recognition"
9,,Should I use anthropomorphic language when discussing AI?,/questions/1853/should-i-use-anthropomorphic-language-when-discussing-ai,philosophy
-1,,How does Wolfram's Image Identification Project work?,/questions/1689/how-does-wolframs-image-identification-project-work,"image-recognition,deep-learning,classification"
1,,What are the current approaches for AI to learn a foreign language just from English books?,/questions/1632/what-are-the-current-approaches-for-ai-to-learn-a-foreign-language-just-from-eng,"research,machine-learning,self-learning,language-processing"
2,2,Can neural networks be better than human experts at prediction of greyhound racing results?,/questions/1625/can-neural-networks-be-better-than-human-experts-at-prediction-of-greyhound-raci,"neural-networks,research"
7,,Is there any artificial intelligence that possesses “concentration”?,/questions/1423/is-there-any-artificial-intelligence-that-possesses-concentration,"multitasking,structured-data"
3,,What is meant by death in this paper?,/questions/1404/what-is-meant-by-death-in-this-paper,"research,definitions,death"
0,2,What are the most pressing fundamental questions and gaps in AI research? [closed],/questions/1433/what-are-the-most-pressing-fundamental-questions-and-gaps-in-ai-research,"research,ethics,social,reasoning"
5,2,Are there any results on how difficult certain languages are to learn for chatbots?,/questions/1580/are-there-any-results-on-how-difficult-certain-languages-are-to-learn-for-chatbo,"chat-bots,language-processing"
3,3,Does the recent advent of a Go playing computer represent Artificial Intelligence?,/questions/54/does-the-recent-advent-of-a-go-playing-computer-represent-artificial-intelligenc,"game-theory,milestones"
4,,What is the “dropout” technique?,/questions/40/what-is-the-dropout-technique,"deep-network,overfitting,performance"
0,,Heuristic search in mdps reference [closed],/questions/2142/heuristic-search-in-mdps-reference,"reinforcement-learning,heuristics,markov-chain,probabilistic"
0,,"Is a subset of a problem solution, used to recreate complete solution considered a heuristic?",/questions/2036/is-a-subset-of-a-problem-solution-used-to-recreate-complete-solution-considered,"heuristics,path-planning"
6,1,Selecting the right technique to predict disease from symptoms,/questions/1705/selecting-the-right-technique-to-predict-disease-from-symptoms,"algorithm,machine-learning,prediction"
7,,Could an AI think laterally while avoiding “ethically suboptimal” choices?,/questions/2020/could-an-ai-think-laterally-while-avoiding-ethically-suboptimal-choices,"agi,problem-solving"
4,,How powerful a computer is required to simulate the human brain?,/questions/1314/how-powerful-a-computer-is-required-to-simulate-the-human-brain,"hardware,neuromorphic-computing"
1,,Can rule induction be considered a way to “hybridize” probabilistic / statistical approaches and symbolic approaches?,/questions/109/can-rule-induction-be-considered-a-way-to-hybridize-probabilistic-statistica,"gofai,rule-induction,symbolic-computing"
4,,Is it possible to train the neural network to solve math equations?,/questions/154/is-it-possible-to-train-the-neural-network-to-solve-math-equations,"neural-networks,computing,math,spatial-cognition"
4,,What artificial intelligence strategies are useful for summarization?,/questions/157/what-artificial-intelligence-strategies-are-useful-for-summarization,"algorithm,natural-language,pattern-recognition"
0,,What are the most challenging tasks aiming to achieve the lowest error rate?,/questions/1392/what-are-the-most-challenging-tasks-aiming-to-achieve-the-lowest-error-rate,"image-recognition,deep-learning,datasets,benchmarking"
7,,How is deep learning different from other neural networks?,/questions/86/how-is-deep-learning-different-from-other-neural-networks,"neural-networks,deep-network,comparison"
5,4,Why would an AI need to 'wipe out the human race'?,/questions/1824/why-would-an-ai-need-to-wipe-out-the-human-race,philosophy
3,,How can artificial intelligence (including deep learning algorithms) find suspicious patterns in the body’s biochemistry?,/questions/1614/how-can-artificial-intelligence-including-deep-learning-algorithms-find-suspic,"deep-learning,healthcare,learning-algorithms,biochemistry"
1,,How exactly does a validation data-set work work in machine learning? [closed],/questions/1472/how-exactly-does-a-validation-data-set-work-work-in-machine-learning,"machine-learning,nearest-neighbor,linear-regression,validation-set"
7,,What are the practical considerations of using a genetic algorithm to decide the structure of a neural network?,/questions/1618/what-are-the-practical-considerations-of-using-a-genetic-algorithm-to-decide-the,"neural-networks,genetic-algorithms"
0,,Training network to detect spelling mistakes,/questions/1494/training-network-to-detect-spelling-mistakes,"deep-learning,datasets,grammar-induction,pattern-languages,language-processing"
0,,What are the methods of optimizing overfitted models?,/questions/21/what-are-the-methods-of-optimizing-overfitted-models,"deep-network,overfitting,optimization"
4,2,What is a Markov chain and how can it be used in creating artificial intelligence?,/questions/37/what-is-a-markov-chain-and-how-can-it-be-used-in-creating-artificial-intelligenc,"genetic-algorithms,markov-chain,probabilistic"
2,2,How do autonomous robotic vacuum cleaners perceive the environment for navigation?,/questions/1613/how-do-autonomous-robotic-vacuum-cleaners-perceive-the-environment-for-navigatio,"real-time,path-planning,robotics,navigation-systems"
2,,Predicting chemical reactions using AI,/questions/1390/predicting-chemical-reactions-using-ai,"deep-learning,research,prediction"
3,3,Has an AI ever solved a detective mystery?,/questions/241/has-an-ai-ever-solved-a-detective-mystery,"natural-language,problem-solving,world-knowledge"
2,,Which machine learning algorithm is used in self-driving cars?,/questions/112/which-machine-learning-algorithm-is-used-in-self-driving-cars,"deep-network,algorithm,self-driving"
5,,"Are there any textual CAPTCHA challenges which can fool AI, but not human?",/questions/1354/are-there-any-textual-captcha-challenges-which-can-fool-ai-but-not-human,"image-recognition,research,ocr,captcha,obfuscation"
9,4,Is the pattern recognition capability of CNNs limited to image processing?,/questions/70/is-the-pattern-recognition-capability-of-cnns-limited-to-image-processing,"deep-network,neural-networks,image-recognition,conv-neural-network"
11,9,What purpose would be served by developing AI's that experience human-like emotions?,/questions/1700/what-purpose-would-be-served-by-developing-ais-that-experience-human-like-emoti,"philosophy,emotional-intelligence"
0,,Training network to detect spelling mistakes,/questions/1494/training-network-to-detect-spelling-mistakes,"deep-learning,datasets,grammar-induction,pattern-languages,language-processing"
4,3,Do specific units exists for measuring the intelligence of a machine?,/questions/1410/do-specific-units-exists-for-measuring-the-intelligence-of-a-machine,"machine-learning,classification,intelligence-testing"
1,,What are the approaches to teach AI to how to render html page based on its source code?,/questions/1606/what-are-the-approaches-to-teach-ai-to-how-to-render-html-page-based-on-its-sour,"neural-networks,implementation,computer-programming"
3,3,Is it possible to implement Asimov's Three Laws of Robotics?,/questions/1635/is-it-possible-to-implement-asimovs-three-laws-of-robotics,"robotics,asimovs-laws"
0,,How can I combine my career in medicine (just graduated) with artificial intelligence? [on hold],/questions/2175/how-can-i-combine-my-career-in-medicine-just-graduated-with-artificial-intelli,artificial-neuron
2,,How could Deep Blue possibly cheat?,/questions/1517/how-could-deep-blue-possibly-cheat,"chess,deep-blue,challenges,game-theory"
3,,Applications of CNN for detecting crime from video surveillance cameras,/questions/1701/applications-of-cnn-for-detecting-crime-from-video-surveillance-cameras,"conv-neural-network,computer-vision,action-recognition"
2,,What non-math/CS classes are good supplements for computational neuroscience and/or linguistics? [closed],/questions/1713/what-non-math-cs-classes-are-good-supplements-for-computational-neuroscience-and,"research,machine-learning,neuromorphic-computing,computational-linguistics"
1,1,In what ways can connectionist A.I. be integrated with GOFAI?,/questions/146/in-what-ways-can-connectionist-a-i-be-integrated-with-gofai,"neural-networks,classical-ai,gofai,symbolic-computing"
2,,Is there any board game where a human can still beat an AI?,/questions/1568/is-there-any-board-game-where-a-human-can-still-beat-an-ai,"history,challenges,game-theory"
1,,How can AI help developer to develop things,/questions/2118/how-can-ai-help-developer-to-develop-things,"intelligence-testing,security"
27,,How could self-driving cars make ethical decisions about who to kill?,/questions/111/how-could-self-driving-cars-make-ethical-decisions-about-who-to-kill,"algorithm,self-driving,decision-theory,ethics"
0,,Do you need single or multiple networks to detect multiple faces?,/questions/1301/do-you-need-single-or-multiple-networks-to-detect-multiple-faces,"deep-network,algorithm,image-recognition,face-recognition"
5,,What kind of problems require more than 2 hidden layers?,/questions/63/what-kind-of-problems-require-more-than-2-hidden-layers,"deep-network,hidden-layers"
2,4,Asking for references regarding the question “Is a concept of personality useful for Strong AGI?”,/questions/1593/asking-for-references-regarding-the-question-is-a-concept-of-personality-useful,"philosophy,strong-ai,ai-design,human-inspired"
-2,1,How many neurons would a network have after a training of 100k small images?,/questions/1480/how-many-neurons-would-a-network-have-after-a-training-of-100k-small-images,"deep-network,image-recognition,deep-learning,datasets"
5,,Has any research been done on DNN Music?,/questions/1360/has-any-research-been-done-on-dnn-music,"deep-network,machine-learning,music,sound"
3,,Research for misbehavior detection in WiFI networks,/questions/1601/research-for-misbehavior-detection-in-wifi-networks,"neural-networks,research,misbehaviour-detection"
13,,"Are Asimov's Laws flawed by design, or are they feasible in practice?",/questions/1348/are-asimovs-laws-flawed-by-design-or-are-they-feasible-in-practice,asimovs-laws
1,,Which ANN can mimic biological neurons the most?,/questions/258/which-ann-can-mimic-biological-neurons-the-most,artificial-neuron
4,2,Are methods of exhaustive search considered to be AI?,/questions/84/are-methods-of-exhaustive-search-considered-to-be-ai,"gaming,search,chess,heuristics"
4,,How can action recognition be achieved?,/questions/1481/how-can-action-recognition-be-achieved,"image-recognition,training,action-recognition,subspace-analysis"
3,,What is predicate argument recognition?,/questions/1678/what-is-predicate-argument-recognition,"definitions,nlp,computational-linguistics"
1,1,What are some examples of Classical AI?,/questions/103/what-are-some-examples-of-classical-ai,"classical-ai,deductive"
2,,How could Deep Blue possibly cheat?,/questions/1517/how-could-deep-blue-possibly-cheat,"chess,deep-blue,challenges,game-theory"
1,,How can genetic programming be used to prevent cyberterrorism?,/questions/1509/how-can-genetic-programming-be-used-to-prevent-cyberterrorism,"genetic-programming,cyberterrorism,security"
2,,Is it possible for 'unsupervised learning' model to recognize features on unlabelled images?,/questions/249/is-it-possible-for-unsupervised-learning-model-to-recognize-features-on-unlabe,"image-recognition,unsupervised-learning"
0,,How can generalization error be estimated?,/questions/50/how-can-generalization-error-be-estimated,"deep-network,generalization"
3,,Is reinforcement learning needed to create Strong AI?,/questions/1476/is-reinforcement-learning-needed-to-create-strong-ai,"philosophy,reinforcement-learning"
15,,Do scientists know what is happening inside artificial neural networks?,/questions/1479/do-scientists-know-what-is-happening-inside-artificial-neural-networks,"neural-networks,deep-learning,conv-neural-network"
5,2,What are the limits to what can be learnt using a backpropagation neural network?,/questions/247/what-are-the-limits-to-what-can-be-learnt-using-a-backpropagation-neural-network,"neural-networks,machine-learning,backpropagation,learning-theory"
2,,What are the minimum requirements to call something artificial neural network?,/questions/1598/what-are-the-minimum-requirements-to-call-something-artificial-neural-network,"neural-networks,implementation,computer-programming"
2,,Are there any microchips specifically designed to run ANNs?,/questions/237/are-there-any-microchips-specifically-designed-to-run-anns,"image-recognition,hardware"
4,,What is the “dropout” technique?,/questions/40/what-is-the-dropout-technique,"deep-network,overfitting,performance"
6,,Does this argument refuting the existence of ultraintelligent machines work?,/questions/140/does-this-argument-refuting-the-existence-of-ultraintelligent-machines-work,"philosophy,ultraintelligent-machine"
0,,What are the most challenging tasks aiming to achieve the lowest error rate?,/questions/1392/what-are-the-most-challenging-tasks-aiming-to-achieve-the-lowest-error-rate,"image-recognition,deep-learning,datasets,benchmarking"
0,3,AIs' self-evaluation threshold,/questions/172/ais-self-evaluation-threshold,"neural-networks,machine-learning,unsupervised-learning,self-learning"
0,,Using AI capabilities for coding review [closed],/questions/1540/using-ai-capabilities-for-coding-review,"neural-networks,training,computer-programming"
28,,How is it possible that deep neural networks are so easily fooled?,/questions/92/how-is-it-possible-that-deep-neural-networks-are-so-easily-fooled,"deep-network,image-recognition"
0,,What are the methods of optimizing overfitted models?,/questions/21/what-are-the-methods-of-optimizing-overfitted-models,"deep-network,overfitting,optimization"
