votes,no_answers,questions,links,tags
3,3,What Makes Stars Hot?,/questions/14578/what-makes-stars-hot,"star,heat"
3,,How early could life supporting planets been formed?,/questions/18137/how-early-could-life-supporting-planets-been-formed,"life,elemental-abundances"
2,,Inverse of the sunrise equation - finding locations with a given sunrise time on a given day,/questions/16488/inverse-of-the-sunrise-equation-finding-locations-with-a-given-sunrise-time-on,"earth,rotation,sun,movement,orbital-mechanics"
1,3,Would a telescope that uses Fresnel lenses be more practical than using regular lenses?,/questions/14808/would-a-telescope-that-uses-fresnel-lenses-be-more-practical-than-using-regular,"telescope,telescope-lens"
2,,How easy is it to mine water on Ceres?,/questions/11442/how-easy-is-it-to-mine-water-on-ceres,"water,surface,ceres"
1,,Absolute/apparent magnitude and distance for HIP31978 inconsistent?,/questions/13126/absolute-apparent-magnitude-and-distance-for-hip31978-inconsistent,"apparent-magnitude,absolute-magnitude"
6,,Why is the core of a gas giant supported by electron degeneracy pressure instead of nuclear fusion?,/questions/15043/why-is-the-core-of-a-gas-giant-supported-by-electron-degeneracy-pressure-instead,"star,gas-giants,density,protostar,degenerate-matter"
0,,Does a self-gravitating gas necessarily develop turbulence?,/questions/14778/does-a-self-gravitating-gas-necessarily-develop-turbulence,"gravity,dark-matter,interstellar-medium,gas,turbulence"
5,,Is axial tilt critical for life?,/questions/12247/is-axial-tilt-critical-for-life,"rotation,habitable-zone,weather,astrobiology"
7,2,Could Pluto and Charon have extra-Solar origin?,/questions/12015/could-pluto-and-charon-have-extra-solar-origin,"pluto,surface,rogue-planet,charon"
0,,Calculating Right Ascension and Declination from Latitude / Longitude / Time,/questions/14310/calculating-right-ascension-and-declination-from-latitude-longitude-time,"declination,ascension"
3,,What triggers solar flares?,/questions/10180/what-triggers-solar-flares,"sun,magnetic-field,solar-flare,plasma-physics"
0,1,Moon SHAPE calculator,/questions/14046/moon-shape-calculator,"observation,moon-phases"
0,2,Detecting motion,/questions/10057/detecting-motion,interstellar-travel
1,,Finding the radius of an eccentric orbit at any point,/questions/4823/finding-the-radius-of-an-eccentric-orbit-at-any-point,"orbit,gravity,astrophysics,laws-of-physics"
1,1,Difficulties in finding Jupiter,/questions/8875/difficulties-in-finding-jupiter,"planet,telescope,newtonian-telescope"
1,,"Open access table of visible stars with magnitude, coordinates, and possibly color?",/questions/14119/open-access-table-of-visible-stars-with-magnitude-coordinates-and-possibly-col,"astrometry,star-catalogues"
1,,How are stellar elemental abundances quoted?,/questions/7746/how-are-stellar-elemental-abundances-quoted,"sun,hydrogen,elemental-abundances,helium"
2,1,Why was the size of the solar system not defined by Mercury Transits?,/questions/14828/why-was-the-size-of-the-solar-system-not-defined-by-mercury-transits,"solar-system,history,planetary-transits"
1,,What kinds of stars would it be possible to observe in M31 with a small amateur telescope?,/questions/16189/what-kinds-of-stars-would-it-be-possible-to-observe-in-m31-with-a-small-amateur,"amateur-observing,exoplanet,photometry"
6,,Why does the Chandrasekhar limit affect white dwarfs differently?,/questions/14740/why-does-the-chandrasekhar-limit-affect-white-dwarfs-differently,"supernova,mass,neutron-star,white-dwarf,degenerate-matter"
4,,Red shifting galaxies,/questions/8116/red-shifting-galaxies,"fundamental-astronomy,redshift,cosmological-inflation,observable-universe,deep-sky-observing"
1,1,Why do rocks on other solar system bodies that have an atmosphere seem to be flat?,/questions/4798/why-do-rocks-on-other-solar-system-bodies-that-have-an-atmosphere-seem-to-be-fla,"atmosphere,venus,surface,geology,titan"
10,1,How do we detect if a planet has a liquid core?,/questions/653/how-do-we-detect-if-a-planet-has-a-liquid-core,"planet,core"
2,1,Retrograde motion and Kuiper Belt Objects,/questions/8698/retrograde-motion-and-kuiper-belt-objects,"solar-system,observation,kuiper-belt"
6,1,Do Pluto and Charon have unusual Langrange points?,/questions/8192/do-pluto-and-charon-have-unusual-langrange-points,"pluto,lagrange-point,charon"
1,1,When will the next summer solstice and a full moon coincide? What day?,/questions/11112/when-will-the-next-summer-solstice-and-a-full-moon-coincide-what-day,"orbit,the-moon,sun"
2,1,Is the sphere of influence of our milky way's center super massive black hole same as the Milky way's radius?,/questions/12949/is-the-sphere-of-influence-of-our-milky-ways-center-super-massive-black-hole-sa,"gravity,black-hole,milky-way,supermassive-black-hole"
1,,Gravitational Propulsion [closed],/questions/12340/gravitational-propulsion,"gravity,space,ufo"
1,,Trouble understanding speed-dispersion in (elliptical) galaxies,/questions/10969/trouble-understanding-speed-dispersion-in-elliptical-galaxies,"galaxy,stellar-dynamics"
11,,"How would parallax affect an object at 200-1000 AU (for example, the 9th planet)?",/questions/13280/how-would-parallax-affect-an-object-at-200-1000-au-for-example-the-9th-planet,"solar-system,planet,distances,parallax,9th-planet"
2,,How many satellites orbit the Earth? At what rate do they orbit the earth? [closed],/questions/11841/how-many-satellites-orbit-the-earth-at-what-rate-do-they-orbit-the-earth,"orbit,earth,satellite,lunar"
14,,Are we still going to have rainbows if Sun is replaced by another star?,/questions/12799/are-we-still-going-to-have-rainbows-if-sun-is-replaced-by-another-star,"star,sun,light"
8,3,What will be Supernova SN 2014J's peak brightness?,/questions/1571/what-will-be-supernova-sn-2014js-peak-brightness,"amateur-observing,supernova"
1,,Dust mass-loss rate from a massive star given a set of parameters?,/questions/13131/dust-mass-loss-rate-from-a-massive-star-given-a-set-of-parameters,"star,astrophysics,mass,interstellar-medium"
3,,"If an object with mass were to somehow go the speed of light, would it destroy the whole universe?",/questions/4720/if-an-object-with-mass-were-to-somehow-go-the-speed-of-light-would-it-destroy-t,"universe,light,speed,mass,special-relativity"
2,1,Is the local group bound to the Virgo cluster?,/questions/2276/is-the-local-group-bound-to-the-virgo-cluster,cosmology
5,3,How to scale down solar system data to simulatable values,/questions/11879/how-to-scale-down-solar-system-data-to-simulatable-values,"solar-system,n-body-simulations"
2,1,Classification of a Comet,/questions/5921/classification-of-a-comet,"asteroids,comets,classification"
4,2,Why do post main sequence stars enter the red giants branch?,/questions/14761/why-do-post-main-sequence-stars-enter-the-red-giants-branch,"star,main-sequence,red-giant"
0,,Faint whitish-blue light around the moon [duplicate],/questions/18736/faint-whitish-blue-light-around-the-moon,"the-moon,night-sky"
2,1,Average number and type of planets orbiting given star types,/questions/18339/average-number-and-type-of-planets-orbiting-given-star-types,"planet,orbit,exoplanet,planetary-systems"
5,,Orbital eccentricity variation of the other planets?,/questions/13591/orbital-eccentricity-variation-of-the-other-planets,"orbital-elements,orbital-migration,eccentric-orbit,orbital-resonance"
0,1,Do black holes produce thermal radiation?,/questions/18590/do-black-holes-produce-thermal-radiation,"black-hole,hawking-radiation"
0,1,Why 2007 OR₁₀ is not a dwarf Planet yet?,/questions/14898/why-2007-or%e2%82%81%e2%82%80-is-not-a-dwarf-planet-yet,"dwarf-planets,hydrostatic-equilibrium,2007-or10"
2,,Telescope optical tolerance from central axis,/questions/13812/telescope-optical-tolerance-from-central-axis,"telescope,binoculars"
4,2,Is antimatter also attracted by gravitational field?,/questions/12138/is-antimatter-also-attracted-by-gravitational-field,"black-hole,antimatter"
0,,How to calculate a phase shift in the process of deriving Baade-Wesselinke distance?,/questions/17880/how-to-calculate-a-phase-shift-in-the-process-of-deriving-baade-wesselinke-dista,"star,distances,velocity,cepheids"
5,,What would happen if we stepped on the Sun?,/questions/11969/what-would-happen-if-we-stepped-on-the-sun,"solar-system,sun,heat"
5,,How are heavier elements such as carbon and silicon distributed within the Sun?,/questions/16717/how-are-heavier-elements-such-as-carbon-and-silicon-distributed-within-the-sun,"sun,elemental-abundances"
3,,"In 31.5kyr, Epsilon Eridani and Luyten 726-8 will be < 1ly close; but how distant from the Solar system?",/questions/14979/in-31-5kyr-epsilon-eridani-and-luyten-726-8-will-be-1ly-close-but-how-distan,"star,movement,kinematics,future"
0,2,Tunnel vision while viewing through a reflector,/questions/14622/tunnel-vision-while-viewing-through-a-reflector,"telescope,naked-eye,telescope-lens"
6,2,Do NEA (Near Earth Asteroids) have minable water ice?,/questions/11176/do-nea-near-earth-asteroids-have-minable-water-ice,"asteroids,water,near-earth-object"
2,1,What is the share of stars in total radiation input of Earth?,/questions/12472/what-is-the-share-of-stars-in-total-radiation-input-of-earth,apparent-magnitude
9,1,What is the most dense object in the universe?,/questions/14908/what-is-the-most-dense-object-in-the-universe,"universe,density"
1,,What is the equation of state for a relativistic fluid/gas?,/questions/14678/what-is-the-equation-of-state-for-a-relativistic-fluid-gas,"special-relativity,gas"
1,,What is space temperature around Earth?,/questions/11466/what-is-space-temperature-around-earth,"solar-system,temperature,radiation,habitable-zone,radiative-transfer"
2,,Configuration required to tidally heat Earth-like rogue planet,/questions/11527/configuration-required-to-tidally-heat-earth-like-rogue-planet,"tidal-forces,heat,rogue-planet"
1,,Why is declination positive in the northern hemisphere?,/questions/14275/why-is-declination-positive-in-the-northern-hemisphere,"coordinate,declination"
7,1,How likely is it that the Sun will destroy our electric society?,/questions/8598/how-likely-is-it-that-the-sun-will-destroy-our-electric-society,"sun,solar-flare"
-1,1,How to figure out a moon phase for July 1937,/questions/13851/how-to-figure-out-a-moon-phase-for-july-1937,moon-phases
1,2,How would vehicles travel through the interstellar medium with its such low density?,/questions/8282/how-would-vehicles-travel-through-the-interstellar-medium-with-its-such-low-dens,"interstellar-travel,interstellar-medium"
15,2,How does the evolution of a solar system not break the second law of thermodynamics?,/questions/3628/how-does-the-evolution-of-a-solar-system-not-break-the-second-law-of-thermodynam,"cosmology,astrophysics,laws-of-physics,stellar-evolution,stellar-astrophysics"
1,1,Working with high-magnification eye-pieces,/questions/8470/working-with-high-magnification-eye-pieces,"amateur-observing,newtonian-telescope"
0,,Angular distance/apparent separation between AE Aurigae and Orion's belt,/questions/13769/angular-distance-apparent-separation-between-ae-aurigae-and-orions-belt,"distances,positional-astronomy,astrometry"
8,3,Is there enough hydrogen left after a star dies so another star will have enough to light up?,/questions/6390/is-there-enough-hydrogen-left-after-a-star-dies-so-another-star-will-have-enough,"star,supernova,stellar-evolution,hydrogen,protostar"
0,,Why aren't all planets in the same plane?,/questions/14821/why-arent-all-planets-in-the-same-plane,"orbit,mercury,horizon,planetary-transits"
0,,How to calculate the total flux of a source from a fits file?,/questions/15033/how-to-calculate-the-total-flux-of-a-source-from-a-fits-file,"radio-astronomy,observational-astronomy,photometry"
5,,"If a white dwarf collides with a giant star, could it create a TZO?",/questions/14455/if-a-white-dwarf-collides-with-a-giant-star-could-it-create-a-tzo,"star,neutron-star,stellar-astrophysics,stellar-dynamics,white-dwarf"
2,,Is it difficult to see DSO in your eyepiece?,/questions/5879/is-it-difficult-to-see-dso-in-your-eyepiece,"amateur-observing,observation,deep-sky-observing"
3,1,Radioactive decay is the main source of the earth's interior heat: fact or theory? [closed],/questions/1950/radioactive-decay-is-the-main-source-of-the-earths-interior-heat-fact-or-theor,"earth,geology"
12,,Were effects of a planetary magnetic field reversal observed on other planets than Earth?,/questions/564/were-effects-of-a-planetary-magnetic-field-reversal-observed-on-other-planets-th,"earth,planet,core,magnetic-field"
2,1,How many observations does it take to determine the orbit of a TNO,/questions/7888/how-many-observations-does-it-take-to-determine-the-orbit-of-a-tno,"observation,orbital-elements,oort-cloud,kuiper-belt,tno"
6,,Can the Gaia telescope detect small temporarily captured asteroids near its Lagrange orbit?,/questions/6184/can-the-gaia-telescope-detect-small-temporarily-captured-asteroids-near-its-lagr,"asteroids,space-telescope,lagrange-point"
1,1,What was the orbit of the meteor that impacted the Moon on 2013 September 11?,/questions/11034/what-was-the-orbit-of-the-meteor-that-impacted-the-moon-on-2013-september-11,"the-moon,meteor"
6,,Why do black holes choke?,/questions/12947/why-do-black-holes-choke,"black-hole,radiation,accretion"
1,1,How gravity works in a black hole? [closed],/questions/12320/how-gravity-works-in-a-black-hole,"gravity,black-hole,astrophysics"
3,,H-alpha velocity fields of spirals falling into a cluster,/questions/10929/h-alpha-velocity-fields-of-spirals-falling-into-a-cluster,"galaxy,spectroscopy,galaxy-cluster"
33,,9th planet location?,/questions/13270/9th-planet-location,"solar-system,planet,9th-planet"
11,,How can we avoid needing a leap year/second?,/questions/11840/how-can-we-avoid-needing-a-leap-year-second,"orbit,rotation,date-time"
1,2,Betelgeuse and sun classification,/questions/12758/betelgeuse-and-sun-classification,"star,sun,classification"
0,,Can Pluto and Neptune collide anytime in future? [duplicate],/questions/11782/can-pluto-and-neptune-collide-anytime-in-future,"orbit,solar-system,pluto,neptune"
0,,Why is the magnetic reconnection(of sun) effect many orders of magnitude faster than predicted by standard models?,/questions/18769/why-is-the-magnetic-reconnectionof-sun-effect-many-orders-of-magnitude-faster,"sun,magnetic-field,magnitude"
11,,Multi-messenger astronomy: what is the potential of simultaneous detection of gravitational waves and neutrinos from a supernova?,/questions/18559/multi-messenger-astronomy-what-is-the-potential-of-simultaneous-detection-of-gr,"supernova,gravitational-waves,neutrinos,interferometry"
14,,"Our galaxy, the Milky Way, forms part of a galaxy group called The Local Group. What are the parameters that dictate what a galaxy group is?",/questions/1278/our-galaxy-the-milky-way-forms-part-of-a-galaxy-group-called-the-local-group,"galaxy,milky-way,classification,local-group"
1,,"Why does spectral class and U-V colour correlate slightly differently for main sequence, giant and supergiant stars?",/questions/12556/why-does-spectral-class-and-u-v-colour-correlate-slightly-differently-for-main-s,"spectra,observational-astronomy,classification,main-sequence,magnitude"
10,,How much clearer are stars in earths orbit?,/questions/18697/how-much-clearer-are-stars-in-earths-orbit,"atmosphere,night-sky"
1,,Total count of planets [duplicate],/questions/18126/total-count-of-planets,"planet,planetary-systems"
1,2,How does 'centre of mass' concept work?,/questions/11567/how-does-centre-of-mass-concept-work,eccentric-orbit
5,2,Would a black hole evaporate via Hawking radiation before you fall past the event horizon?,/questions/18150/would-a-black-hole-evaporate-via-hawking-radiation-before-you-fall-past-the-even,"black-hole,hawking-radiation"
4,,Are larger stars rounder?,/questions/14715/are-larger-stars-rounder,"star,hydrostatic-equilibrium,stellar-structure"
3,,What Are Some Good Southern Hemisphere 7x50 Binocular Targets?,/questions/13664/what-are-some-good-southern-hemisphere-7x50-binocular-targets,"amateur-observing,binoculars"
4,2,Conversion of matter into antimatter,/questions/12123/conversion-of-matter-into-antimatter,"black-hole,matter,antimatter"
0,1,Which software is appropriate to integrate radial velocity with respect to time [closed],/questions/17872/which-software-is-appropriate-to-integrate-radial-velocity-with-respect-to-time,"star,distances,velocity,cepheids"
2,,Configuration required to tidally heat Earth-like rogue planet,/questions/11527/configuration-required-to-tidally-heat-earth-like-rogue-planet,"tidal-forces,heat,rogue-planet"
2,2,Is the composition of stars in future made of more and more heavy elements?,/questions/16380/is-the-composition-of-stars-in-future-made-of-more-and-more-heavy-elements,"star,elemental-abundances,chemistry"
3,2,Why does mass naturally move closer toward's the center of other masses?,/questions/13625/why-does-mass-naturally-move-closer-towards-the-center-of-other-masses,"gravity,general-relativity,mass,movement"
9,,How much of a difference do good lenses make?,/questions/13910/how-much-of-a-difference-do-good-lenses-make,"jupiter,newtonian-telescope,telescope-lens"
4,2,How did water get on Earth,/questions/10277/how-did-water-get-on-earth,"earth,comets,water"
6,,What is the brightest star (relative magnitude) in M31?,/questions/11957/what-is-the-brightest-star-relative-magnitude-in-m31,"star,apparent-magnitude,magnitude,hypergiants,m31"
25,6,Why is the Sun's density less than the inner planets?,/questions/14889/why-is-the-suns-density-less-than-the-inner-planets,"solar-system,sun,mercury,density"
3,,How do people derive ionized gas mass from optical emission lines in a galaxy spectrum?,/questions/14546/how-do-people-derive-ionized-gas-mass-from-optical-emission-lines-in-a-galaxy-sp,"galaxy,spectroscopy,interstellar-medium,gas"
1,2,Habitable Planet around Red Dwarf,/questions/10542/habitable-planet-around-red-dwarf,habitable-zone
5,3,What would the night sky look like if Earth orbited an intergalactic star?,/questions/8859/what-would-the-night-sky-look-like-if-earth-orbited-an-intergalactic-star,"star,distances,intergalactic-space,light-pollution,rogue-planet"
0,,Declination change due to precession,/questions/14229/declination-change-due-to-precession,"coordinate,declination"
7,2,Typical wavelength of solar flare,/questions/8169/typical-wavelength-of-solar-flare,"sun,solar-flare,spectra"
1,,How to calculate when the moon is highest in the sky to the earthbound observer?,/questions/13471/how-to-calculate-when-the-moon-is-highest-in-the-sky-to-the-earthbound-observer,moon-phases
2,1,Voyager spacecrafts,/questions/8161/voyager-spacecrafts,"interstellar-travel,space-probe"
2,,Is everything quantum entangled?,/questions/1727/is-everything-quantum-entangled,"cosmology,laws-of-physics"
3,,How to use a telescope to find a specific celestial body?,/questions/2211/how-to-use-a-telescope-to-find-a-specific-celestial-body,"newtonian-telescope,star-gazing"
1,,Tools and algorithms for angles-only orbit estimation,/questions/13577/tools-and-algorithms-for-angles-only-orbit-estimation,"satellite,astrometry"
2,,"In the end what is the ultimate matter/element in the universe, due to fusion process in stars?",/questions/2343/in-the-end-what-is-the-ultimate-matter-element-in-the-universe-due-to-fusion-pr,"star,universe,atmosphere,formation,hydrogen"
2,3,Pinhole Projector: Can I use a specific solar optical eye piece to focus the Transit of Mercury?,/questions/14683/pinhole-projector-can-i-use-a-specific-solar-optical-eye-piece-to-focus-the-tra,"amateur-observing,sun,planetary-transits"
0,,How to calculate the pixel size and beam size of an image?,/questions/14769/how-to-calculate-the-pixel-size-and-beam-size-of-an-image,"data-analysis,photometry"
1,,How can a low-mass star increase its mass to 1.4 Msun? [closed],/questions/14145/how-can-a-low-mass-star-increase-its-mass-to-1-4-msun,"star,white-dwarf"
3,,Sloan digital sky survey galaxies,/questions/5877/sloan-digital-sky-survey-galaxies,"galaxy,data-analysis,deep-sky-observing,sky-survey"
9,,Why are most lunar maria on the visible side?,/questions/1850/why-are-most-lunar-maria-on-the-visible-side,"the-moon,geology"
6,,Earth and ferromagnetism [closed],/questions/506/earth-and-ferromagnetism,"earth,rotation,core,magnetic-field"
24,,Where does the Solar System end?,/questions/6519/where-does-the-solar-system-end,"sun,solar-system,oort-cloud,kuiper-belt"
5,1,Maximum Amplitude of a Lissajous Orbiting Object in a L4 or L5 Position,/questions/2230/maximum-amplitude-of-a-lissajous-orbiting-object-in-a-l4-or-l5-position,"gravity,lagrange-point,satellite"
6,,Moon's orbit around the Sun,/questions/10979/moons-orbit-around-the-sun,"orbit,the-moon,sun,earth,natural-satellites"
2,,Would all neutron stars inevitably collapse into black holes due to quantum tunneling?,/questions/12919/would-all-neutron-stars-inevitably-collapse-into-black-holes-due-to-quantum-tunn,"black-hole,neutron-star"
2,1,Strength of gravity during the big bang?,/questions/12275/strength-of-gravity-during-the-big-bang,"gravity,big-bang-theory"
3,3,What's in the center of a Galaxy?,/questions/10896/whats-in-the-center-of-a-galaxy,"star,galaxy,light"
14,,How long should it take for us to observationally determine if Caltech's Planet Nine is really there?,/questions/13268/how-long-should-it-take-for-us-to-observationally-determine-if-caltechs-planet,"solar-system,planet,observation,9th-planet"
0,,Can Pluto and Neptune collide anytime in future? [duplicate],/questions/11782/can-pluto-and-neptune-collide-anytime-in-future,"orbit,solar-system,pluto,neptune"
4,,Why would the Earth's solar analemma would be still a figue eight even if Earth's orbit was circular?,/questions/12735/why-would-the-earths-solar-analemma-would-be-still-a-figue-eight-even-if-earth,"sun,earth,observation,orbital-elements"
4,1,Determining North-South Line Via Watch Method: Theory & Reason,/questions/11719/determining-north-south-line-via-watch-method-theory-reason,"solar-system,date-time,geology,celestial-mechanics"
4,,Understanding “dex”,/questions/17911/understanding-dex,"supermassive-black-hole,magnitude,initial-mass-function"
9,2,Is the earth bombarded equally in all directions by neutrinos?,/questions/14442/is-the-earth-bombarded-equally-in-all-directions-by-neutrinos,"universe,neutrinos"
7,1,What is the origin of the OBAFGKM classification system?,/questions/339/what-is-the-origin-of-the-obafgkm-classification-system,"star,classification"
2,,What is the largest hydrogen-burning star?,/questions/11594/what-is-the-largest-hydrogen-burning-star,"star,star-formation,main-sequence"
3,2,"From our world's perspective, does the full moon look larger in one city than it does in another?",/questions/18633/from-our-worlds-perspective-does-the-full-moon-look-larger-in-one-city-than-it,"moon,lunar,night-sky"
2,,What are the natural life sustaining resources available in the Jovian moon system?,/questions/17951/what-are-the-natural-life-sustaining-resources-available-in-the-jovian-moon-syst,"jupiter,planetary-systems"
1,1,attractors of Mercury's spin-orbit relation,/questions/11563/attractors-of-mercurys-spin-orbit-relation,"mercury,eccentric-orbit,tides"
3,1,Eternally collapsing objects?,/questions/10884/eternally-collapsing-objects,"black-hole,hawking-radiation"
1,1,Formulae for gravitatitional equilibrium,/questions/13259/formulae-for-gravitatitional-equilibrium,"star,gravity,neutron-star,planet,hydrostatic-equilibrium"
4,3,Good textbooks for a descriptive astronomy course,/questions/13476/good-textbooks-for-a-descriptive-astronomy-course,"naked-eye,binoculars"
2,,How do we know that other planetary systems aren't composed of antimatter? [duplicate],/questions/11518/how-do-we-know-that-other-planetary-systems-arent-composed-of-antimatter,"star,planet,antimatter,planetary-systems"
2,,Deriving phase of a pulsating star from list of Julian date values of observing brightness,/questions/17863/deriving-phase-of-a-pulsating-star-from-list-of-julian-date-values-of-observing,"star,date-time,luminosity,cepheids"
1,1,Internal heat and differentiation,/questions/10016/internal-heat-and-differentiation,"planet,heat,chemistry"
5,,Why are certain elements so common?,/questions/14649/why-are-certain-elements-so-common,elemental-abundances
1,,are modern flat earthers still believe the earth is flat not round? [closed],/questions/13465/are-modern-flat-earthers-still-believe-the-earth-is-flat-not-round,"earth,general-relativity,size,movement"
2,,What was the largest telescope ever fitted with an eyepiece,/questions/12658/what-was-the-largest-telescope-ever-fitted-with-an-eyepiece,"telescope,telescope-lens"
5,2,Meteorites bring water,/questions/8518/meteorites-bring-water,"the-moon,solar-system,earth,water"
1,,How to calculate magnitude of a star in a triple star system?,/questions/10488/how-to-calculate-magnitude-of-a-star-in-a-triple-star-system,"star,apparent-magnitude"
6,,How do star densities work?,/questions/13644/how-do-star-densities-work,"star,sun,mass,stellar-dynamics,density"
6,2,Why argon instead of another noble gas?,/questions/13498/why-argon-instead-of-another-noble-gas,"atmosphere,gas,elemental-abundances,element"
2,,Better than Earth habitability [closed],/questions/10041/better-than-earth-habitability,habitable-zone
3,,Potential Re-Capture of Rogue Planets,/questions/6127/potential-re-capture-of-rogue-planets,"star-systems,rogue-planet"
1,1,How to find maximum and minimum right acsension and declination based on the telescope's location?,/questions/14107/how-to-find-maximum-and-minimum-right-acsension-and-declination-based-on-the-tel,"declination,ascension"
4,1,Spectra of electromagnetic radiation emitted during solar flare,/questions/8160/spectra-of-electromagnetic-radiation-emitted-during-solar-flare,"solar-flare,sun"
2,,Is this a wet moon?,/questions/12355/is-this-a-wet-moon,moon-phases
6,,How should one rationally deal with the issue of space travelling alien civilizations?,/questions/8148/how-should-one-rationally-deal-with-the-issue-of-space-travelling-alien-civiliza,"extra-terrestrial,interstellar-travel,origin-of-life,space-travel,fermi-paradox"
8,,If we “turned universe upside-down” and changed all matter to anti-matter instantly,/questions/1584/if-we-turned-universe-upside-down-and-changed-all-matter-to-anti-matter-instan,"cosmology,laws-of-physics,antimatter"
7,,"Best telescope for the viewing of Nebulae, Stars and Planets",/questions/2193/best-telescope-for-the-viewing-of-nebulae-stars-and-planets,"star,planet,telescope,newtonian-telescope,nebula"
3,,I can't find Rigel on Tycho 2 catalogue,/questions/12347/i-cant-find-rigel-on-tycho-2-catalogue,"software,astrometry"
7,1,Density of hydrogen between galaxies,/questions/2118/density-of-hydrogen-between-galaxies,"dark-matter,hydrogen"
3,,Pinhole projector for the Transit of Mercury,/questions/14663/pinhole-projector-for-the-transit-of-mercury,"observation,amateur-observing,mercury,planetary-transits"
3,1,Estimating galactic dust extinction for medium band filters,/questions/14533/estimating-galactic-dust-extinction-for-medium-band-filters,"galaxy,redshift,dust,photometry,extinction"
1,,Can life survive on the equator of cooled and fast rotating white dwarf or neutron star?,/questions/14101/can-life-survive-on-the-equator-of-cooled-and-fast-rotating-white-dwarf-or-neutr,"life,neutron-star,white-dwarf"
5,1,Space objects visible from earth,/questions/2051/space-objects-visible-from-earth,"space,deep-sky-observing"
5,2,Would it be possible to calculate the expected frequency of impact craters of all sizes on Earth,/questions/1721/would-it-be-possible-to-calculate-the-expected-frequency-of-impact-craters-of-al,"earth,geology"
12,,"What is the current accepted theory as to why Mercury, despite its size, has a similar density to Earth?",/questions/362/what-is-the-current-accepted-theory-as-to-why-mercury-despite-its-size-has-a-s,"core,mercury,density"
7,,Have Pluto or any of its moons been mapped?,/questions/507/have-pluto-or-any-of-its-moons-been-mapped,"solar-system,kuiper-belt,terrestrial-planets,pluto,topographic-map"
14,1,How stable are Lissajous orbits?,/questions/1219/how-stable-are-lissajous-orbits,"orbit,sun,earth,lagrange-point"
1,,What would be the practical consequences (on earth) if the Moon was not tidally locked?,/questions/10968/what-would-be-the-practical-consequences-on-earth-if-the-moon-was-not-tidally,"the-moon,solar-system,earth"
1,,Can any stars ever form supermassive black holes?,/questions/12863/can-any-stars-ever-form-supermassive-black-holes,"star,black-hole,supermassive-black-hole,stellar-evolution,mass"
1,,Does more ocean on an Earth analog produce a different rotation period?,/questions/12246/does-more-ocean-on-an-earth-analog-produce-a-different-rotation-period,"gravity,exoplanet,rotation,earth-like-planet,tidal-forces"
2,3,Is there a difference between the terms 'elliptical' and 'elongated' for galaxies?,/questions/10889/is-there-a-difference-between-the-terms-elliptical-and-elongated-for-galaxie,"galaxy,terminology"
1,1,Formulae for gravitatitional equilibrium,/questions/13259/formulae-for-gravitatitional-equilibrium,"star,gravity,neutron-star,planet,hydrostatic-equilibrium"
3,,What does the orbit of multiple star systems look like?,/questions/11764/what-does-the-orbit-of-multiple-star-systems-look-like,orbit
1,,"If there are neutron stars, would most stars be considered “proton stars”?",/questions/12645/if-there-are-neutron-stars-would-most-stars-be-considered-proton-stars,"star,sun,neutron-star,hydrogen,astrochemistry"
5,,Do most planetary systems have fewer planets than the solar system?,/questions/11678/do-most-planetary-systems-have-fewer-planets-than-the-solar-system,"solar-system,exoplanet,planet,planetary-formation"
8,,How many stars are in the constellation Canis Minor?,/questions/12847/how-many-stars-are-in-the-constellation-canis-minor,"star,amateur-observing,constellations,magnitude"
3,1,Do neutrinos have as much information as photons do?,/questions/10482/do-neutrinos-have-as-much-information-as-photons-do,"observation,neutrinos,photons"
16,,"What physical features determine if a planet is a major, minor or dwarf planet?",/questions/212/what-physical-features-determine-if-a-planet-is-a-major-minor-or-dwarf-planet,"planet,classification,dwarf-planets"
3,,Is “Main Sequence” a temporal sequence?,/questions/11082/is-main-sequence-a-temporal-sequence,"stellar-evolution,main-sequence"
8,,In what parts of the world is it impossible to view the night sky due to light pollution?,/questions/18585/in-what-parts-of-the-world-is-it-impossible-to-view-the-night-sky-due-to-light-p,"observation,milky-way,light-pollution,night-sky"
0,,Resources on planetary stability,/questions/13162/resources-on-planetary-stability,"planet,orbit,solar-system,orbital-migration,planetary-systems"
3,1,How did the moon's orbit become eccentric?,/questions/11552/how-did-the-moons-orbit-become-eccentric,"the-moon,formation,eccentric-orbit,theia"
5,2,How Does Black Hole Evaporation Look From the Inside?,/questions/10463/how-does-black-hole-evaporation-look-from-the-inside,"black-hole,hawking-radiation"
2,1,How to calculate the mean molecular weight of the Sun,/questions/12639/how-to-calculate-the-mean-molecular-weight-of-the-sun,"astrophysics,sun,hydrostatic-equilibrium"
1,,Why some stars appear to move differently when viewing device shakes,/questions/11067/why-some-stars-appear-to-move-differently-when-viewing-device-shakes,"amateur-observing,binoculars"
11,,"What are the differences between matter, dark matter and antimatter?",/questions/11505/what-are-the-differences-between-matter-dark-matter-and-antimatter,"dark-matter,matter,antimatter"
1,,Change in angular diameter of Cepheid variables,/questions/17857/change-in-angular-diameter-of-cepheid-variables,"luminosity,angular-diameter,cepheids"
2,2,Heat from other Stars,/questions/8854/heat-from-other-stars,heat
